date,product_code,product,variant,sold_quantity,gross_price_per_item,gross_price_total
2021-01-01,A3819150204,"AQ LION x2","Plus 3",28,21.1942,593.4376
2021-02-01,A3819150204,"AQ LION x2","Plus 3",38,21.1942,805.3796
2021-04-01,A3819150204,"AQ LION x2","Plus 3",63,21.1942,1335.2346
2021-05-01,A3819150204,"AQ LION x2","Plus 3",30,21.1942,635.8260
2021-06-01,A3819150204,"AQ LION x2","Plus 3",11,21.1942,233.1362
2021-08-01,A3819150204,"AQ LION x2","Plus 3",56,21.1942,1186.8752
2020-09-01,A3819150205,"AQ LION x2",Premium,55,21.6066,1188.3630
2020-10-01,A3819150205,"AQ LION x2",Premium,48,21.6066,1037.1168
2020-12-01,A3819150205,"AQ LION x2",Premium,61,21.6066,1318.0026
2021-01-01,A3819150205,"AQ LION x2",Premium,74,21.6066,1598.8884
2021-02-01,A3819150205,"AQ LION x2",Premium,59,21.6066,1274.7894
2021-04-01,A3819150205,"AQ LION x2",Premium,39,21.6066,842.6574
2021-05-01,A3819150205,"AQ LION x2",Premium,63,21.6066,1361.2158
2021-06-01,A3819150205,"AQ LION x2",Premium,21,21.6066,453.7386
2021-08-01,A3819150205,"AQ LION x2",Premium,54,21.6066,1166.7564
2020-09-01,A3920150301,"AQ LION x3",Standard,69,22.1454,1528.0326
2020-10-01,A3920150301,"AQ LION x3",Standard,94,22.1454,2081.6676
2020-12-01,A3920150301,"AQ LION x3",Standard,45,22.1454,996.5430
2021-01-01,A3920150301,"AQ LION x3",Standard,9,22.1454,199.3086
2021-02-01,A3920150301,"AQ LION x3",Standard,27,22.1454,597.9258
2021-04-01,A3920150301,"AQ LION x3",Standard,65,22.1454,1439.4510
2021-05-01,A3920150301,"AQ LION x3",Standard,62,22.1454,1373.0148
2021-06-01,A3920150301,"AQ LION x3",Standard,32,22.1454,708.6528
2021-08-01,A3920150301,"AQ LION x3",Standard,29,22.1454,642.2166
2020-09-01,A3920150302,"AQ LION x3","Plus 1 ",33,23.1520,764.0160
2020-10-01,A3920150302,"AQ LION x3","Plus 1 ",104,23.1520,2407.8080
2020-12-01,A3920150302,"AQ LION x3","Plus 1 ",55,23.1520,1273.3600
2021-01-01,A3920150302,"AQ LION x3","Plus 1 ",80,23.1520,1852.1600
2021-02-01,A3920150302,"AQ LION x3","Plus 1 ",13,23.1520,300.9760
2021-04-01,A3920150302,"AQ LION x3","Plus 1 ",42,23.1520,972.3840
2021-05-01,A3920150302,"AQ LION x3","Plus 1 ",49,23.1520,1134.4480
2021-06-01,A3920150302,"AQ LION x3","Plus 1 ",36,23.1520,833.4720
2021-08-01,A3920150302,"AQ LION x3","Plus 1 ",31,23.1520,717.7120
2020-09-01,A3920150303,"AQ LION x3","Plus 2",79,25.4670,2011.8930
2020-10-01,A3920150303,"AQ LION x3","Plus 2",84,25.4670,2139.2280
2020-12-01,A3920150303,"AQ LION x3","Plus 2",152,25.4670,3870.9840
2021-01-01,A3920150303,"AQ LION x3","Plus 2",70,25.4670,1782.6900
2021-02-01,A3920150303,"AQ LION x3","Plus 2",36,25.4670,916.8120
2021-04-01,A3920150303,"AQ LION x3","Plus 2",88,25.4670,2241.0960
2021-05-01,A3920150303,"AQ LION x3","Plus 2",13,25.4670,331.0710
2021-06-01,A3920150303,"AQ LION x3","Plus 2",69,25.4670,1757.2230
2021-08-01,A3920150303,"AQ LION x3","Plus 2",22,25.4670,560.2740
2020-09-01,A3920150304,"AQ LION x3","Plus 3",75,25.0442,1878.3150
2020-10-01,A3920150304,"AQ LION x3","Plus 3",26,25.0442,651.1492
2020-12-01,A3920150304,"AQ LION x3","Plus 3",128,25.0442,3205.6576
2021-01-01,A3920150304,"AQ LION x3","Plus 3",12,25.0442,300.5304
2021-02-01,A3920150304,"AQ LION x3","Plus 3",30,25.0442,751.3260
2021-04-01,A3920150304,"AQ LION x3","Plus 3",42,25.0442,1051.8564
2021-05-01,A3920150304,"AQ LION x3","Plus 3",21,25.0442,525.9282
2021-06-01,A3920150304,"AQ LION x3","Plus 3",85,25.0442,2128.7570
2021-08-01,A3920150304,"AQ LION x3","Plus 3",71,25.0442,1778.1382
2020-09-01,A3920150305,"AQ LION x3",Premium,66,27.4546,1812.0036
2020-10-01,A3920150305,"AQ LION x3",Premium,108,27.4546,2965.0968
2020-12-01,A3920150305,"AQ LION x3",Premium,82,27.4546,2251.2772
2021-01-01,A3920150305,"AQ LION x3",Premium,44,27.4546,1208.0024
2021-02-01,A3920150305,"AQ LION x3",Premium,28,27.4546,768.7288
2021-04-01,A3920150305,"AQ LION x3",Premium,86,27.4546,2361.0956
2021-05-01,A3920150305,"AQ LION x3",Premium,65,27.4546,1784.5490
2021-06-01,A3920150305,"AQ LION x3",Premium,74,27.4546,2031.6404
2021-08-01,A3920150305,"AQ LION x3",Premium,53,27.4546,1455.0938
2020-09-01,A4020150401,"AQ Mx NB",Standard,31,26.9302,834.8362
2020-10-01,A4020150401,"AQ Mx NB",Standard,32,26.9302,861.7664
2020-12-01,A4020150401,"AQ Mx NB",Standard,105,26.9302,2827.6710
2021-01-01,A4020150401,"AQ Mx NB",Standard,81,26.9302,2181.3462
2021-02-01,A4020150401,"AQ Mx NB",Standard,49,26.9302,1319.5798
2021-04-01,A4020150401,"AQ Mx NB",Standard,62,26.9302,1669.6724
2021-05-01,A4020150401,"AQ Mx NB",Standard,17,26.9302,457.8134
2021-06-01,A4020150401,"AQ Mx NB",Standard,78,26.9302,2100.5556
2021-08-01,A4020150401,"AQ Mx NB",Standard,62,26.9302,1669.6724
2020-09-01,A4020150402,"AQ Mx NB","Plus 1 ",23,28.4500,654.3500
2020-10-01,A4020150402,"AQ Mx NB","Plus 1 ",30,28.4500,853.5000
2020-12-01,A4020150402,"AQ Mx NB","Plus 1 ",62,28.4500,1763.9000
2021-01-01,A4020150402,"AQ Mx NB","Plus 1 ",22,28.4500,625.9000
2021-02-01,A4020150402,"AQ Mx NB","Plus 1 ",69,28.4500,1963.0500
2021-04-01,A4020150402,"AQ Mx NB","Plus 1 ",20,28.4500,569.0000
2021-05-01,A4020150402,"AQ Mx NB","Plus 1 ",84,28.4500,2389.8000
2021-06-01,A4020150402,"AQ Mx NB","Plus 1 ",10,28.4500,284.5000
2021-08-01,A4020150402,"AQ Mx NB","Plus 1 ",72,28.4500,2048.4000
2020-09-01,A4021150403,"AQ Mx NB","Plus 2",52,29.9423,1556.9996
2020-10-01,A4021150403,"AQ Mx NB","Plus 2",62,29.9423,1856.4226
2020-12-01,A4021150403,"AQ Mx NB","Plus 2",86,29.9423,2575.0378
2021-01-01,A4021150403,"AQ Mx NB","Plus 2",16,29.9423,479.0768
2021-02-01,A4021150403,"AQ Mx NB","Plus 2",69,29.9423,2066.0187
2021-04-01,A4021150403,"AQ Mx NB","Plus 2",70,29.9423,2095.9610
2021-05-01,A4021150403,"AQ Mx NB","Plus 2",36,29.9423,1077.9228
2021-06-01,A4021150403,"AQ Mx NB","Plus 2",41,29.9423,1227.6343
2021-08-01,A4021150403,"AQ Mx NB","Plus 2",34,29.9423,1018.0382
2020-09-01,A4021150404,"AQ Mx NB","Plus 3",75,28.5800,2143.5000
2020-10-01,A4021150404,"AQ Mx NB","Plus 3",82,28.5800,2343.5600
2020-12-01,A4021150404,"AQ Mx NB","Plus 3",89,28.5800,2543.6200
2021-01-01,A4021150404,"AQ Mx NB","Plus 3",16,28.5800,457.2800
2021-02-01,A4021150404,"AQ Mx NB","Plus 3",58,28.5800,1657.6400
2021-04-01,A4021150404,"AQ Mx NB","Plus 3",14,28.5800,400.1200
2021-05-01,A4021150404,"AQ Mx NB","Plus 3",9,28.5800,257.2200
2021-06-01,A4021150404,"AQ Mx NB","Plus 3",45,28.5800,1286.1000
2021-08-01,A4021150404,"AQ Mx NB","Plus 3",76,28.5800,2172.0800
2020-09-01,A4021150405,"AQ Mx NB",Premium,36,31.7029,1141.3044
2020-10-01,A4021150405,"AQ Mx NB",Premium,94,31.7029,2980.0726
2020-12-01,A4021150405,"AQ Mx NB",Premium,68,31.7029,2155.7972
2021-01-01,A4021150405,"AQ Mx NB",Premium,82,31.7029,2599.6378
2021-02-01,A4021150405,"AQ Mx NB",Premium,34,31.7029,1077.8986
2021-04-01,A4021150405,"AQ Mx NB",Premium,25,31.7029,792.5725
2021-05-01,A4021150405,"AQ Mx NB",Premium,68,31.7029,2155.7972
2021-06-01,A4021150405,"AQ Mx NB",Premium,36,31.7029,1141.3044
2021-08-01,A4021150405,"AQ Mx NB",Premium,44,31.7029,1394.9276
2020-09-01,A4118110105,"AQ Aspiron","Plus Blue",22,182.8932,4023.6504
2020-10-01,A4118110105,"AQ Aspiron","Plus Blue",38,182.8932,6949.9416
2020-12-01,A4118110105,"AQ Aspiron","Plus Blue",57,182.8932,10424.9124
2021-01-01,A4118110105,"AQ Aspiron","Plus Blue",24,182.8932,4389.4368
2021-02-01,A4118110105,"AQ Aspiron","Plus Blue",22,182.8932,4023.6504
2021-04-01,A4118110105,"AQ Aspiron","Plus Blue",15,182.8932,2743.3980
2021-05-01,A4118110105,"AQ Aspiron","Plus Blue",38,182.8932,6949.9416
2021-06-01,A4118110105,"AQ Aspiron","Plus Blue",30,182.8932,5486.7960
2021-08-01,A4118110105,"AQ Aspiron","Plus Blue",14,182.8932,2560.5048
2020-09-01,A4118110106,"AQ Aspiron","Plus Red",9,187.7533,1689.7797
2020-10-01,A4118110106,"AQ Aspiron","Plus Red",48,187.7533,9012.1584
2020-12-01,A4118110106,"AQ Aspiron","Plus Red",54,187.7533,10138.6782
2021-01-01,A4118110106,"AQ Aspiron","Plus Red",24,187.7533,4506.0792
2021-02-01,A4118110106,"AQ Aspiron","Plus Red",16,187.7533,3004.0528
2021-04-01,A4118110106,"AQ Aspiron","Plus Red",38,187.7533,7134.6254
2021-05-01,A4118110106,"AQ Aspiron","Plus Red",28,187.7533,5257.0924
2021-06-01,A4118110106,"AQ Aspiron","Plus Red",11,187.7533,2065.2863
2021-08-01,A4118110106,"AQ Aspiron","Plus Red",8,187.7533,1502.0264
2020-09-01,A4118110107,"AQ Aspiron","Premium Black",20,195.7721,3915.4420
2020-10-01,A4118110107,"AQ Aspiron","Premium Black",44,195.7721,8613.9724
2020-12-01,A4118110107,"AQ Aspiron","Premium Black",30,195.7721,5873.1630
2021-01-01,A4118110107,"AQ Aspiron","Premium Black",12,195.7721,2349.2652
2021-02-01,A4118110107,"AQ Aspiron","Premium Black",32,195.7721,6264.7072
2021-04-01,A4118110107,"AQ Aspiron","Premium Black",17,195.7721,3328.1257
2021-05-01,A4118110107,"AQ Aspiron","Premium Black",8,195.7721,1566.1768
2021-06-01,A4118110107,"AQ Aspiron","Premium Black",30,195.7721,5873.1630
2021-08-01,A4118110107,"AQ Aspiron","Premium Black",28,195.7721,5481.6188
2020-09-01,A4218110201,"AQ Digit","Standard Grey",11,200.2732,2203.0052
2020-10-01,A4218110201,"AQ Digit","Standard Grey",48,200.2732,9613.1136
2020-12-01,A4218110201,"AQ Digit","Standard Grey",35,200.2732,7009.5620
2021-01-01,A4218110201,"AQ Digit","Standard Grey",14,200.2732,2803.8248
2021-02-01,A4218110201,"AQ Digit","Standard Grey",23,200.2732,4606.2836
2021-04-01,A4218110201,"AQ Digit","Standard Grey",12,200.2732,2403.2784
2021-05-01,A4218110201,"AQ Digit","Standard Grey",33,200.2732,6609.0156
2021-06-01,A4218110201,"AQ Digit","Standard Grey",15,200.2732,3004.0980
2021-08-01,A4218110201,"AQ Digit","Standard Grey",23,200.2732,4606.2836
2020-09-01,A4218110202,"AQ Digit","Standard Blue",9,215.9341,1943.4069
2020-10-01,A4218110202,"AQ Digit","Standard Blue",48,215.9341,10364.8368
2020-12-01,A4218110202,"AQ Digit","Standard Blue",42,215.9341,9069.2322
2021-01-01,A4218110202,"AQ Digit","Standard Blue",25,215.9341,5398.3525
2021-02-01,A4218110202,"AQ Digit","Standard Blue",31,215.9341,6693.9571
2021-04-01,A4218110202,"AQ Digit","Standard Blue",30,215.9341,6478.0230
2021-05-01,A4218110202,"AQ Digit","Standard Blue",39,215.9341,8421.4299
2021-06-01,A4218110202,"AQ Digit","Standard Blue",27,215.9341,5830.2207
2021-08-01,A4218110202,"AQ Digit","Standard Blue",11,215.9341,2375.2751
2020-09-01,A4218110203,"AQ Digit","Standard Red",11,236.8486,2605.3346
2020-10-01,A4218110203,"AQ Digit","Standard Red",50,236.8486,11842.4300
2020-12-01,A4218110203,"AQ Digit","Standard Red",48,236.8486,11368.7328
2021-01-01,A4218110203,"AQ Digit","Standard Red",38,236.8486,9000.2468
2021-02-01,A4218110203,"AQ Digit","Standard Red",40,236.8486,9473.9440
2021-04-01,A4218110203,"AQ Digit","Standard Red",13,236.8486,3079.0318
2021-05-01,A4218110203,"AQ Digit","Standard Red",35,236.8486,8289.7010
2021-06-01,A4218110203,"AQ Digit","Standard Red",26,236.8486,6158.0636
2021-08-01,A4218110203,"AQ Digit","Standard Red",33,236.8486,7816.0038
2020-09-01,A4218110204,"AQ Digit","Plus Grey",27,232.1038,6266.8026
2020-10-01,A4218110204,"AQ Digit","Plus Grey",28,232.1038,6498.9064
2020-12-01,A4218110204,"AQ Digit","Plus Grey",41,232.1038,9516.2558
2021-01-01,A4218110204,"AQ Digit","Plus Grey",17,232.1038,3945.7646
2021-02-01,A4218110204,"AQ Digit","Plus Grey",36,232.1038,8355.7368
2021-04-01,A4218110204,"AQ Digit","Plus Grey",33,232.1038,7659.4254
2021-05-01,A4218110204,"AQ Digit","Plus Grey",18,232.1038,4177.8684
2021-06-01,A4218110204,"AQ Digit","Plus Grey",12,232.1038,2785.2456
2021-08-01,A4218110204,"AQ Digit","Plus Grey",28,232.1038,6498.9064
2020-09-01,A4218110205,"AQ Digit","Plus Blue",40,240.1403,9605.6120
2020-10-01,A4218110205,"AQ Digit","Plus Blue",44,240.1403,10566.1732
2020-12-01,A4218110205,"AQ Digit","Plus Blue",40,240.1403,9605.6120
2021-01-01,A4218110205,"AQ Digit","Plus Blue",10,240.1403,2401.4030
2021-02-01,A4218110205,"AQ Digit","Plus Blue",24,240.1403,5763.3672
2021-04-01,A4218110205,"AQ Digit","Plus Blue",36,240.1403,8645.0508
2021-05-01,A4218110205,"AQ Digit","Plus Blue",16,240.1403,3842.2448
2021-06-01,A4218110205,"AQ Digit","Plus Blue",14,240.1403,3361.9642
2021-08-01,A4218110205,"AQ Digit","Plus Blue",8,240.1403,1921.1224
2020-09-01,A4218110206,"AQ Digit","Plus Red",15,237.0183,3555.2745
2020-10-01,A4218110206,"AQ Digit","Plus Red",19,237.0183,4503.3477
2020-12-01,A4218110206,"AQ Digit","Plus Red",18,237.0183,4266.3294
2021-01-01,A4218110206,"AQ Digit","Plus Red",23,237.0183,5451.4209
2021-02-01,A4218110206,"AQ Digit","Plus Red",11,237.0183,2607.2013
2021-04-01,A4218110206,"AQ Digit","Plus Red",22,237.0183,5214.4026
2021-05-01,A4218110206,"AQ Digit","Plus Red",28,237.0183,6636.5124
2021-06-01,A4218110206,"AQ Digit","Plus Red",40,237.0183,9480.7320
2021-08-01,A4218110206,"AQ Digit","Plus Red",22,237.0183,5214.4026
2020-09-01,A4218110207,"AQ Digit","Premium Black",26,249.1303,6477.3878
2020-10-01,A4218110207,"AQ Digit","Premium Black",37,249.1303,9217.8211
2020-12-01,A4218110207,"AQ Digit","Premium Black",46,249.1303,11459.9938
2021-01-01,A4218110207,"AQ Digit","Premium Black",17,249.1303,4235.2151
2021-02-01,A4218110207,"AQ Digit","Premium Black",9,249.1303,2242.1727
2021-04-01,A4218110207,"AQ Digit","Premium Black",30,249.1303,7473.9090
2021-05-01,A4218110207,"AQ Digit","Premium Black",24,249.1303,5979.1272
2021-06-01,A4218110207,"AQ Digit","Premium Black",38,249.1303,9466.9514
2021-08-01,A4218110207,"AQ Digit","Premium Black",28,249.1303,6975.6484
2020-09-01,A4218110208,"AQ Digit","Premium Misty Green",34,243.0414,8263.4076
2020-10-01,A4218110208,"AQ Digit","Premium Misty Green",35,243.0414,8506.4490
2020-12-01,A4218110208,"AQ Digit","Premium Misty Green",57,243.0414,13853.3598
2021-01-01,A4218110208,"AQ Digit","Premium Misty Green",39,243.0414,9478.6146
2021-02-01,A4218110208,"AQ Digit","Premium Misty Green",14,243.0414,3402.5796
2021-04-01,A4218110208,"AQ Digit","Premium Misty Green",33,243.0414,8020.3662
2021-05-01,A4218110208,"AQ Digit","Premium Misty Green",26,243.0414,6319.0764
2021-06-01,A4218110208,"AQ Digit","Premium Misty Green",39,243.0414,9478.6146
2021-08-01,A4218110208,"AQ Digit","Premium Misty Green",16,243.0414,3888.6624
2020-09-01,A4318110301,"AQ Velocity","Standard Grey",29,264.7000,7676.3000
2020-10-01,A4318110301,"AQ Velocity","Standard Grey",45,264.7000,11911.5000
2020-12-01,A4318110301,"AQ Velocity","Standard Grey",42,264.7000,11117.4000
2021-01-01,A4318110301,"AQ Velocity","Standard Grey",31,264.7000,8205.7000
2021-02-01,A4318110301,"AQ Velocity","Standard Grey",36,264.7000,9529.2000
2021-04-01,A4318110301,"AQ Velocity","Standard Grey",10,264.7000,2647.0000
2021-05-01,A4318110301,"AQ Velocity","Standard Grey",28,264.7000,7411.6000
2021-06-01,A4318110301,"AQ Velocity","Standard Grey",39,264.7000,10323.3000
2021-08-01,A4318110301,"AQ Velocity","Standard Grey",32,264.7000,8470.4000
2020-09-01,A4319110302,"AQ Velocity","Standard Blue",38,267.2091,10153.9458
2020-10-01,A4319110302,"AQ Velocity","Standard Blue",24,267.2091,6413.0184
2020-12-01,A4319110302,"AQ Velocity","Standard Blue",33,267.2091,8817.9003
2021-01-01,A4319110302,"AQ Velocity","Standard Blue",9,267.2091,2404.8819
2021-02-01,A4319110302,"AQ Velocity","Standard Blue",36,267.2091,9619.5276
2021-04-01,A4319110302,"AQ Velocity","Standard Blue",25,267.2091,6680.2275
2021-05-01,A4319110302,"AQ Velocity","Standard Blue",13,267.2091,3473.7183
2021-06-01,A4319110302,"AQ Velocity","Standard Blue",34,267.2091,9085.1094
2021-08-01,A4319110302,"AQ Velocity","Standard Blue",32,267.2091,8550.6912
2020-09-01,A4319110303,"AQ Velocity","Standard Red",36,261.2305,9404.2980
2020-10-01,A4319110303,"AQ Velocity","Standard Red",14,261.2305,3657.2270
2020-12-01,A4319110303,"AQ Velocity","Standard Red",56,261.2305,14628.9080
2021-01-01,A4319110303,"AQ Velocity","Standard Red",21,261.2305,5485.8405
2021-02-01,A4319110303,"AQ Velocity","Standard Red",24,261.2305,6269.5320
2021-04-01,A4319110303,"AQ Velocity","Standard Red",27,261.2305,7053.2235
2021-05-01,A4319110303,"AQ Velocity","Standard Red",30,261.2305,7836.9150
2021-06-01,A4319110303,"AQ Velocity","Standard Red",21,261.2305,5485.8405
2021-08-01,A4319110303,"AQ Velocity","Standard Red",28,261.2305,7314.4540
2020-09-01,A4319110304,"AQ Velocity","Plus Grey",40,267.0636,10682.5440
2020-10-01,A4319110304,"AQ Velocity","Plus Grey",44,267.0636,11750.7984
2020-12-01,A4319110304,"AQ Velocity","Plus Grey",73,267.0636,19495.6428
2021-01-01,A4319110304,"AQ Velocity","Plus Grey",26,267.0636,6943.6536
2021-02-01,A4319110304,"AQ Velocity","Plus Grey",28,267.0636,7477.7808
2021-04-01,A4319110304,"AQ Velocity","Plus Grey",18,267.0636,4807.1448
2021-05-01,A4319110304,"AQ Velocity","Plus Grey",30,267.0636,8011.9080
2021-06-01,A4319110304,"AQ Velocity","Plus Grey",12,267.0636,3204.7632
2021-08-01,A4319110304,"AQ Velocity","Plus Grey",36,267.0636,9614.2896
2020-09-01,A4319110305,"AQ Velocity","Plus Blue",23,277.8079,6389.5817
2020-10-01,A4319110305,"AQ Velocity","Plus Blue",36,277.8079,10001.0844
2020-12-01,A4319110305,"AQ Velocity","Plus Blue",12,277.8079,3333.6948
2021-01-01,A4319110305,"AQ Velocity","Plus Blue",36,277.8079,10001.0844
2021-02-01,A4319110305,"AQ Velocity","Plus Blue",33,277.8079,9167.6607
2021-04-01,A4319110305,"AQ Velocity","Plus Blue",26,277.8079,7223.0054
2021-05-01,A4319110305,"AQ Velocity","Plus Blue",27,277.8079,7500.8133
2021-06-01,A4319110305,"AQ Velocity","Plus Blue",9,277.8079,2500.2711
2021-08-01,A4319110305,"AQ Velocity","Plus Blue",34,277.8079,9445.4686
2020-09-01,A4319110306,"AQ Velocity","Plus Red",29,275.8194,7998.7626
2020-10-01,A4319110306,"AQ Velocity","Plus Red",38,275.8194,10481.1372
2020-12-01,A4319110306,"AQ Velocity","Plus Red",62,275.8194,17100.8028
2021-01-01,A4319110306,"AQ Velocity","Plus Red",9,275.8194,2482.3746
2021-02-01,A4319110306,"AQ Velocity","Plus Red",35,275.8194,9653.6790
2021-04-01,A4319110306,"AQ Velocity","Plus Red",19,275.8194,5240.5686
2021-05-01,A4319110306,"AQ Velocity","Plus Red",11,275.8194,3034.0134
2021-06-01,A4319110306,"AQ Velocity","Plus Red",40,275.8194,11032.7760
2021-08-01,A4319110306,"AQ Velocity","Plus Red",19,275.8194,5240.5686
2020-09-01,A4419110401,"AQ Elite","Standard Grey",9,271.3471,2442.1239
2020-10-01,A4419110401,"AQ Elite","Standard Grey",30,271.3471,8140.4130
2020-12-01,A4419110401,"AQ Elite","Standard Grey",67,271.3471,18180.2557
2021-01-01,A4419110401,"AQ Elite","Standard Grey",36,271.3471,9768.4956
2021-02-01,A4419110401,"AQ Elite","Standard Grey",11,271.3471,2984.8181
2021-04-01,A4419110401,"AQ Elite","Standard Grey",24,271.3471,6512.3304
2021-05-01,A4419110401,"AQ Elite","Standard Grey",32,271.3471,8683.1072
2021-06-01,A4419110401,"AQ Elite","Standard Grey",30,271.3471,8140.4130
2021-08-01,A4419110401,"AQ Elite","Standard Grey",25,271.3471,6783.6775
2020-09-01,A4419110402,"AQ Elite","Standard Blue",37,281.9504,10432.1648
2020-10-01,A4419110402,"AQ Elite","Standard Blue",12,281.9504,3383.4048
2020-12-01,A4419110402,"AQ Elite","Standard Blue",70,281.9504,19736.5280
2021-01-01,A4419110402,"AQ Elite","Standard Blue",30,281.9504,8458.5120
2021-02-01,A4419110402,"AQ Elite","Standard Blue",22,281.9504,6202.9088
2021-04-01,A4419110402,"AQ Elite","Standard Blue",10,281.9504,2819.5040
2021-05-01,A4419110402,"AQ Elite","Standard Blue",7,281.9504,1973.6528
2021-06-01,A4419110402,"AQ Elite","Standard Blue",28,281.9504,7894.6112
2021-08-01,A4419110402,"AQ Elite","Standard Blue",36,281.9504,10150.2144
2020-09-01,A4419110403,"AQ Elite","Standard Red",16,288.0503,4608.8048
2020-10-01,A4419110403,"AQ Elite","Standard Red",11,288.0503,3168.5533
2020-12-01,A4419110403,"AQ Elite","Standard Red",17,288.0503,4896.8551
2021-01-01,A4419110403,"AQ Elite","Standard Red",36,288.0503,10369.8108
2021-02-01,A4419110403,"AQ Elite","Standard Red",36,288.0503,10369.8108
2021-04-01,A4419110403,"AQ Elite","Standard Red",26,288.0503,7489.3078
2021-05-01,A4419110403,"AQ Elite","Standard Red",33,288.0503,9505.6599
2021-06-01,A4419110403,"AQ Elite","Standard Red",14,288.0503,4032.7042
2021-08-01,A4419110403,"AQ Elite","Standard Red",39,288.0503,11233.9617
2020-09-01,A4419110404,"AQ Elite","Plus Grey",29,286.8973,8320.0217
2020-10-01,A4419110404,"AQ Elite","Plus Grey",40,286.8973,11475.8920
2020-12-01,A4419110404,"AQ Elite","Plus Grey",51,286.8973,14631.7623
2021-01-01,A4419110404,"AQ Elite","Plus Grey",34,286.8973,9754.5082
2021-02-01,A4419110404,"AQ Elite","Plus Grey",10,286.8973,2868.9730
2021-04-01,A4419110404,"AQ Elite","Plus Grey",18,286.8973,5164.1514
2021-05-01,A4419110404,"AQ Elite","Plus Grey",27,286.8973,7746.2271
2021-06-01,A4419110404,"AQ Elite","Plus Grey",7,286.8973,2008.2811
2021-08-01,A4419110404,"AQ Elite","Plus Grey",34,286.8973,9754.5082
2020-09-01,A4419110405,"AQ Elite","Plus Blue",15,291.2071,4368.1065
2020-10-01,A4419110405,"AQ Elite","Plus Blue",38,291.2071,11065.8698
2020-12-01,A4419110405,"AQ Elite","Plus Blue",39,291.2071,11357.0769
2021-01-01,A4419110405,"AQ Elite","Plus Blue",13,291.2071,3785.6923
2021-02-01,A4419110405,"AQ Elite","Plus Blue",37,291.2071,10774.6627
2021-04-01,A4419110405,"AQ Elite","Plus Blue",22,291.2071,6406.5562
2021-05-01,A4419110405,"AQ Elite","Plus Blue",11,291.2071,3203.2781
2021-06-01,A4419110405,"AQ Elite","Plus Blue",32,291.2071,9318.6272
2021-08-01,A4419110405,"AQ Elite","Plus Blue",28,291.2071,8153.7988
2020-09-01,A4419110406,"AQ Elite","Plus Red",9,287.5666,2588.0994
2020-10-01,A4419110406,"AQ Elite","Plus Red",10,287.5666,2875.6660
2020-12-01,A4419110406,"AQ Elite","Plus Red",27,287.5666,7764.2982
2021-01-01,A4419110406,"AQ Elite","Plus Red",21,287.5666,6038.8986
2021-02-01,A4419110406,"AQ Elite","Plus Red",34,287.5666,9777.2644
2021-04-01,A4419110406,"AQ Elite","Plus Red",17,287.5666,4888.6322
2021-05-01,A4419110406,"AQ Elite","Plus Red",27,287.5666,7764.2982
2021-06-01,A4419110406,"AQ Elite","Plus Red",11,287.5666,3163.2326
2021-08-01,A4419110406,"AQ Elite","Plus Red",23,287.5666,6614.0318
2020-09-01,A4419110407,"AQ Elite","Premium Black",12,287.4934,3449.9208
2020-10-01,A4419110407,"AQ Elite","Premium Black",21,287.4934,6037.3614
2020-12-01,A4419110407,"AQ Elite","Premium Black",16,287.4934,4599.8944
2021-01-01,A4419110407,"AQ Elite","Premium Black",9,287.4934,2587.4406
2021-02-01,A4419110407,"AQ Elite","Premium Black",17,287.4934,4887.3878
2021-04-01,A4419110407,"AQ Elite","Premium Black",28,287.4934,8049.8152
2021-05-01,A4419110407,"AQ Elite","Premium Black",30,287.4934,8624.8020
2021-06-01,A4419110407,"AQ Elite","Premium Black",27,287.4934,7762.3218
2021-08-01,A4419110407,"AQ Elite","Premium Black",9,287.4934,2587.4406
2020-09-01,A4419110408,"AQ Elite","Premium Misty Green",19,297.0277,5643.5263
2020-10-01,A4419110408,"AQ Elite","Premium Misty Green",24,297.0277,7128.6648
2020-12-01,A4419110408,"AQ Elite","Premium Misty Green",62,297.0277,18415.7174
2021-01-01,A4419110408,"AQ Elite","Premium Misty Green",38,297.0277,11287.0526
2021-02-01,A4419110408,"AQ Elite","Premium Misty Green",12,297.0277,3564.3324
2021-04-01,A4419110408,"AQ Elite","Premium Misty Green",26,297.0277,7722.7202
2021-05-01,A4419110408,"AQ Elite","Premium Misty Green",9,297.0277,2673.2493
2021-06-01,A4419110408,"AQ Elite","Premium Misty Green",30,297.0277,8910.8310
2021-08-01,A4419110408,"AQ Elite","Premium Misty Green",9,297.0277,2673.2493
2020-09-01,A4519110501,"AQ Gen X","Standard Grey",31,311.8396,9667.0276
2020-10-01,A4519110501,"AQ Gen X","Standard Grey",9,311.8396,2806.5564
2020-12-01,A4519110501,"AQ Gen X","Standard Grey",44,311.8396,13720.9424
2021-01-01,A4519110501,"AQ Gen X","Standard Grey",31,311.8396,9667.0276
2021-02-01,A4519110501,"AQ Gen X","Standard Grey",35,311.8396,10914.3860
2021-04-01,A4519110501,"AQ Gen X","Standard Grey",30,311.8396,9355.1880
2021-05-01,A4519110501,"AQ Gen X","Standard Grey",13,311.8396,4053.9148
2021-06-01,A4519110501,"AQ Gen X","Standard Grey",7,311.8396,2182.8772
2021-08-01,A4519110501,"AQ Gen X","Standard Grey",13,311.8396,4053.9148
2020-09-01,A4519110502,"AQ Gen X","Standard Blue",40,300.3378,12013.5120
